pruid,prname,date,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_moderna_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,as_of_date,updated,numdelta_all_distributed,numdelta_pfizerbiontech_distributed,numdelta_pfizerbiontech_5_11_distributed,numdelta_moderna_distributed,numdelta_astrazeneca_distributed,numdelta_janssen_distributed,numdelta_novavax_distributed
48,Alberta,2021-03-23,528845,364845,0,105500,58500,0,0,2021-03-17,0,,,,,,,
47,Saskatchewan,2021-03-23,150755,99255,0,36000,15500,0,0,2021-03-17,0,,,,,,,
12,Nova Scotia,2021-03-23,119110,81510,0,24600,13000,0,0,2021-03-17,0,,,,,,,
46,Manitoba,2021-03-23,185960,118560,0,49400,18000,0,0,2021-03-17,0,,,,,,,
13,New Brunswick,2021-03-23,93455,64155,0,18800,10500,0,0,2021-03-17,0,,,,,,,
10,Newfoundland and Labrador,2021-03-23,66470,44070,0,15400,7000,0,0,2021-03-17,0,,,,,,,
11,Prince Edward Island,2021-03-23,21925,14625,0,5300,2000,0,0,2021-03-17,0,,,,,,,
61,Northwest Territories,2021-03-23,48600,0,0,48600,0,0,0,2021-03-17,0,,,,,,,
62,Nunavut,2021-03-23,37500,0,0,37500,0,0,0,2021-03-17,0,,,,,,,
24,Quebec,2021-03-23,1050349,707649,0,229700,113000,0,0,2021-03-17,0,,,,,,,
60,Yukon,2021-03-23,51400,0,0,51400,0,0,0,2021-03-17,0,,,,,,,
90,Federal allocation,2021-03-23,3600,0,0,3600,0,0,0,2021-03-17,0,,,,,,,
1,Canada,2021-03-24,4768964,3140664,0,1128300,500000,0,0,2021-03-17,0,,,,,,,
35,Ontario,2021-03-24,1780135,1219335,0,366300,194500,0,0,2021-03-17,0,,,,,,,
59,British Columbia,2021-03-24,630860,426660,0,136200,68000,0,0,2021-03-17,0,,,,,,,
48,Alberta,2021-03-24,528845,364845,0,105500,58500,0,0,2021-03-17,0,,,,,,,
47,Saskatchewan,2021-03-24,150755,99255,0,36000,15500,0,0,2021-03-17,0,,,,,,,
12,Nova Scotia,2021-03-24,119110,81510,0,24600,13000,0,0,2021-03-17,0,,,,,,,
46,Manitoba,2021-03-24,185960,118560,0,49400,18000,0,0,2021-03-17,0,,,,,,,
13,New Brunswick,2021-03-24,93455,64155,0,18800,10500,0,0,2021-03-17,0,,,,,,,
10,Newfoundland and Labrador,2021-03-24,66470,44070,0,15400,7000,0,0,2021-03-17,0,,,,,,,
11,Prince Edward Island,2021-03-24,21925,14625,0,5300,2000,0,0,2021-03-17,0,,,,,,,
61,Northwest Territories,2021-03-24,48600,0,0,48600,0,0,0,2021-03-17,0,,,,,,,
62,Nunavut,2021-03-24,37500,0,0,37500,0,0,0,2021-03-17,0,,,,,,,
24,Quebec,2021-03-24,1050349,707649,0,229700,113000,0,0,2021-03-17,0,,,,,,,
60,Yukon,2021-03-24,51400,0,0,51400,0,0,0,2021-03-17,0,,,,,,,
90,Federal allocation,2021-03-24,3600,0,0,3600,0,0,0,2021-03-17,0,,,,,,,
1,Canada,2021-03-25,6178008,4335228,0,1342780,500000,0,0,2021-03-25,1,1409044,1194564,,214480,,,
35,Ontario,2021-03-25,2353665,1686165,0,473000,194500,0,0,2021-03-25,1,573530,466830,,106700,,,
59,British Columbia,2021-03-25,792620,588120,0,136500,68000,0,0,2021-03-25,1,161760,161460,,300,,,
48,Alberta,2021-03-25,697415,506415,0,132500,58500,0,0,2021-03-25,1,168570,141570,,27000,,,
47,Saskatchewan,2021-03-25,188025,135525,0,37000,15500,0,0,2021-03-25,1,37270,36270,,1000,,,
12,Nova Scotia,2021-03-25,154630,111930,0,29700,13000,0,0,2021-03-25,1,35520,30420,,5100,,,
46,Manitoba,2021-03-25,240380,160680,0,61700,18000,0,0,2021-03-25,1,54420,42120,,12300,,,
13,New Brunswick,2021-03-25,123115,88725,0,23890,10500,0,0,2021-03-25,1,29660,24570,,5090,,,
10,Newfoundland and Labrador,2021-03-25,84280,59280,0,18000,7000,0,0,2021-03-25,1,17810,15210,,2600,,,
11,Prince Edward Island,2021-03-25,27205,19305,0,5900,2000,0,0,2021-03-25,1,5280,4680,,600,,,
61,Northwest Territories,2021-03-25,51600,0,0,51600,0,0,0,2021-03-25,1,3000,,,3000,,,
62,Nunavut,2021-03-25,37500,0,0,37500,0,0,0,2021-03-25,1,,,,,,,
24,Quebec,2021-03-25,1372573,979083,0,280490,113000,0,0,2021-03-25,1,322224,271434,,50790,,,
60,Yukon,2021-03-25,51400,0,0,51400,0,0,0,2021-03-25,1,,,,,,,
90,Federal allocation,2021-03-25,3600,0,0,3600,0,0,0,2021-03-25,1,,,,,,,
1,Canada,2021-03-26,6178008,4335228,0,1342780,500000,0,0,2021-03-25,0,,,,,,,
35,Ontario,2021-03-26,2353665,1686165,0,473000,194500,0,0,2021-03-25,0,,,,,,,
59,British Columbia,2021-03-26,792620,588120,0,136500,68000,0,0,2021-03-25,0,,,,,,,
48,Alberta,2021-03-26,697415,506415,0,132500,58500,0,0,2021-03-25,0,,,,,,,
47,Saskatchewan,2021-03-26,188025,135525,0,37000,15500,0,0,2021-03-25,0,,,,,,,
12,Nova Scotia,2021-03-26,154630,111930,0,29700,13000,0,0,2021-03-25,0,,,,,,,
46,Manitoba,2021-03-26,240380,160680,0,61700,18000,0,0,2021-03-25,0,,,,,,,
13,New Brunswick,2021-03-26,123115,88725,0,23890,10500,0,0,2021-03-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-26,84280,59280,0,18000,7000,0,0,2021-03-25,0,,,,,,,
11,Prince Edward Island,2021-03-26,27205,19305,0,5900,2000,0,0,2021-03-25,0,,,,,,,
61,Northwest Territories,2021-03-26,51600,0,0,51600,0,0,0,2021-03-25,0,,,,,,,
62,Nunavut,2021-03-26,37500,0,0,37500,0,0,0,2021-03-25,0,,,,,,,
24,Quebec,2021-03-26,1372573,979083,0,280490,113000,0,0,2021-03-25,0,,,,,,,
60,Yukon,2021-03-26,51400,0,0,51400,0,0,0,2021-03-25,0,,,,,,,
90,Federal allocation,2021-03-26,3600,0,0,3600,0,0,0,2021-03-25,0,,,,,,,
1,Canada,2021-03-27,6178008,4335228,0,1342780,500000,0,0,2021-03-25,0,,,,,,,
35,Ontario,2021-03-27,2353665,1686165,0,473000,194500,0,0,2021-03-25,0,,,,,,,
59,British Columbia,2021-03-27,792620,588120,0,136500,68000,0,0,2021-03-25,0,,,,,,,
48,Alberta,2021-03-27,697415,506415,0,132500,58500,0,0,2021-03-25,0,,,,,,,
47,Saskatchewan,2021-03-27,188025,135525,0,37000,15500,0,0,2021-03-25,0,,,,,,,
12,Nova Scotia,2021-03-27,154630,111930,0,29700,13000,0,0,2021-03-25,0,,,,,,,
46,Manitoba,2021-03-27,240380,160680,0,61700,18000,0,0,2021-03-25,0,,,,,,,
13,New Brunswick,2021-03-27,123115,88725,0,23890,10500,0,0,2021-03-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-27,84280,59280,0,18000,7000,0,0,2021-03-25,0,,,,,,,
11,Prince Edward Island,2021-03-27,27205,19305,0,5900,2000,0,0,2021-03-25,0,,,,,,,
61,Northwest Territories,2021-03-27,51600,0,0,51600,0,0,0,2021-03-25,0,,,,,,,
62,Nunavut,2021-03-27,37500,0,0,37500,0,0,0,2021-03-25,0,,,,,,,
24,Quebec,2021-03-27,1372573,979083,0,280490,113000,0,0,2021-03-25,0,,,,,,,
60,Yukon,2021-03-27,51400,0,0,51400,0,0,0,2021-03-25,0,,,,,,,
90,Federal allocation,2021-03-27,3600,0,0,3600,0,0,0,2021-03-25,0,,,,,,,
1,Canada,2021-03-28,6178008,4335228,0,1342780,500000,0,0,2021-03-25,0,,,,,,,
35,Ontario,2021-03-28,2353665,1686165,0,473000,194500,0,0,2021-03-25,0,,,,,,,
59,British Columbia,2021-03-28,792620,588120,0,136500,68000,0,0,2021-03-25,0,,,,,,,
48,Alberta,2021-03-28,697415,506415,0,132500,58500,0,0,2021-03-25,0,,,,,,,
47,Saskatchewan,2021-03-28,188025,135525,0,37000,15500,0,0,2021-03-25,0,,,,,,,
12,Nova Scotia,2021-03-28,154630,111930,0,29700,13000,0,0,2021-03-25,0,,,,,,,
46,Manitoba,2021-03-28,240380,160680,0,61700,18000,0,0,2021-03-25,0,,,,,,,
13,New Brunswick,2021-03-28,123115,88725,0,23890,10500,0,0,2021-03-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-28,84280,59280,0,18000,7000,0,0,2021-03-25,0,,,,,,,
11,Prince Edward Island,2021-03-28,27205,19305,0,5900,2000,0,0,2021-03-25,0,,,,,,,
61,Northwest Territories,2021-03-28,51600,0,0,51600,0,0,0,2021-03-25,0,,,,,,,
62,Nunavut,2021-03-28,37500,0,0,37500,0,0,0,2021-03-25,0,,,,,,,
24,Quebec,2021-03-28,1372573,979083,0,280490,113000,0,0,2021-03-25,0,,,,,,,
60,Yukon,2021-03-28,51400,0,0,51400,0,0,0,2021-03-25,0,,,,,,,
90,Federal allocation,2021-03-28,3600,0,0,3600,0,0,0,2021-03-25,0,,,,,,,
1,Canada,2021-03-29,6178008,4335228,0,1342780,500000,0,0,2021-03-25,0,,,,,,,
35,Ontario,2021-03-29,2353665,1686165,0,473000,194500,0,0,2021-03-25,0,,,,,,,
59,British Columbia,2021-03-29,792620,588120,0,136500,68000,0,0,2021-03-25,0,,,,,,,
48,Alberta,2021-03-29,697415,506415,0,132500,58500,0,0,2021-03-25,0,,,,,,,
47,Saskatchewan,2021-03-29,188025,135525,0,37000,15500,0,0,2021-03-25,0,,,,,,,
12,Nova Scotia,2021-03-29,154630,111930,0,29700,13000,0,0,2021-03-25,0,,,,,,,
46,Manitoba,2021-03-29,240380,160680,0,61700,18000,0,0,2021-03-25,0,,,,,,,
13,New Brunswick,2021-03-29,123115,88725,0,23890,10500,0,0,2021-03-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-29,84280,59280,0,18000,7000,0,0,2021-03-25,0,,,,,,,
11,Prince Edward Island,2021-03-29,27205,19305,0,5900,2000,0,0,2021-03-25,0,,,,,,,
61,Northwest Territories,2021-03-29,51600,0,0,51600,0,0,0,2021-03-25,0,,,,,,,
62,Nunavut,2021-03-29,37500,0,0,37500,0,0,0,2021-03-25,0,,,,,,,
24,Quebec,2021-03-29,1372573,979083,0,280490,113000,0,0,2021-03-25,0,,,,,,,
60,Yukon,2021-03-29,51400,0,0,51400,0,0,0,2021-03-25,0,,,,,,,
90,Federal allocation,2021-03-29,3600,0,0,3600,0,0,0,2021-03-25,0,,,,,,,
1,Canada,2021-03-30,6178008,4335228,0,1342780,500000,0,0,2021-03-25,0,,,,,,,
35,Ontario,2021-03-30,2353665,1686165,0,473000,194500,0,0,2021-03-25,0,,,,,,,
59,British Columbia,2021-03-30,792620,588120,0,136500,68000,0,0,2021-03-25,0,,,,,,,
48,Alberta,2021-03-30,697415,506415,0,132500,58500,0,0,2021-03-25,0,,,,,,,
47,Saskatchewan,2021-03-30,188025,135525,0,37000,15500,0,0,2021-03-25,0,,,,,,,
12,Nova Scotia,2021-03-30,154630,111930,0,29700,13000,0,0,2021-03-25,0,,,,,,,
46,Manitoba,2021-03-30,240380,160680,0,61700,18000,0,0,2021-03-25,0,,,,,,,
13,New Brunswick,2021-03-30,123115,88725,0,23890,10500,0,0,2021-03-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-30,84280,59280,0,18000,7000,0,0,2021-03-25,0,,,,,,,
11,Prince Edward Island,2021-03-30,27205,19305,0,5900,2000,0,0,2021-03-25,0,,,,,,,
61,Northwest Territories,2021-03-30,51600,0,0,51600,0,0,0,2021-03-25,0,,,,,,,
62,Nunavut,2021-03-30,37500,0,0,37500,0,0,0,2021-03-25,0,,,,,,,
24,Quebec,2021-03-30,1372573,979083,0,280490,113000,0,0,2021-03-25,0,,,,,,,
60,Yukon,2021-03-30,51400,0,0,51400,0,0,0,2021-03-25,0,,,,,,,
90,Federal allocation,2021-03-30,3600,0,0,3600,0,0,0,2021-03-25,0,,,,,,,
1,Canada,2021-03-31,6178008,4335228,0,1342780,500000,0,0,2021-03-25,0,,,,,,,
35,Ontario,2021-03-31,2353665,1686165,0,473000,194500,0,0,2021-03-25,0,,,,,,,
59,British Columbia,2021-03-31,792620,588120,0,136500,68000,0,0,2021-03-25,0,,,,,,,
48,Alberta,2021-03-31,697415,506415,0,132500,58500,0,0,2021-03-25,0,,,,,,,
47,Saskatchewan,2021-03-31,188025,135525,0,37000,15500,0,0,2021-03-25,0,,,,,,,
12,Nova Scotia,2021-03-31,154630,111930,0,29700,13000,0,0,2021-03-25,0,,,,,,,
46,Manitoba,2021-03-31,240380,160680,0,61700,18000,0,0,2021-03-25,0,,,,,,,
13,New Brunswick,2021-03-31,123115,88725,0,23890,10500,0,0,2021-03-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-31,84280,59280,0,18000,7000,0,0,2021-03-25,0,,,,,,,
11,Prince Edward Island,2021-03-31,27205,19305,0,5900,2000,0,0,2021-03-25,0,,,,,,,
61,Northwest Territories,2021-03-31,51600,0,0,51600,0,0,0,2021-03-25,0,,,,,,,
62,Nunavut,2021-03-31,37500,0,0,37500,0,0,0,2021-03-25,0,,,,,,,
24,Quebec,2021-03-31,1372573,979083,0,280490,113000,0,0,2021-03-25,0,,,,,,,
60,Yukon,2021-03-31,51400,0,0,51400,0,0,0,2021-03-25,0,,,,,,,
90,Federal allocation,2021-03-31,3600,0,0,3600,0,0,0,2021-03-25,0,,,,,,,
1,Canada,2021-04-01,7441448,5530968,0,1410480,500000,0,0,2021-03-31,1,1263440,1195740,,67700,,,
35,Ontario,2021-04-01,2825795,2152995,0,478300,194500,0,0,2021-03-31,1,472130,466830,,5300,,,
59,British Columbia,2021-04-01,989250,750750,0,170500,68000,0,0,2021-03-31,1,196630,162630,,34000,,,
48,Alberta,2021-04-01,848315,646815,0,143000,58500,0,0,2021-03-31,1,150900,140400,,10500,,,
47,Saskatchewan,2021-04-01,232495,171795,0,45200,15500,0,0,2021-03-31,1,44470,36270,,8200,,,
12,Nova Scotia,2021-04-01,186050,142350,0,30700,13000,0,0,2021-03-31,1,31420,30420,,1000,,,
46,Manitoba,2021-04-01,281330,201630,0,61700,18000,0,0,2021-03-31,1,40950,40950,,,,,
13,New Brunswick,2021-04-01,147685,113295,0,23890,10500,0,0,2021-03-31,1,24570,24570,,,,,
10,Newfoundland and Labrador,2021-04-01,101660,75660,0,19000,7000,0,0,2021-03-31,1,17380,16380,,1000,,,
11,Prince Edward Island,2021-04-01,31885,23985,0,5900,2000,0,0,2021-03-31,1,4680,4680,,,,,
61,Northwest Territories,2021-04-01,51600,0,0,51600,0,0,0,2021-03-31,1,,,,,,,
62,Nunavut,2021-04-01,37500,0,0,37500,0,0,0,2021-03-31,1,,,,,,,
24,Quebec,2021-04-01,1652883,1251693,0,288190,113000,0,0,2021-03-31,1,280310,272610,,7700,,,
60,Yukon,2021-04-01,51400,0,0,51400,0,0,0,2021-03-31,1,,,,,,,
90,Federal allocation,2021-04-01,3600,0,0,3600,0,0,0,2021-03-31,1,,,,,,,
1,Canada,2021-04-02,7441448,5530968,0,1410480,500000,0,0,2021-03-31,0,,,,,,,
35,Ontario,2021-04-02,2825795,2152995,0,478300,194500,0,0,2021-03-31,0,,,,,,,
59,British Columbia,2021-04-02,989250,750750,0,170500,68000,0,0,2021-03-31,0,,,,,,,
48,Alberta,2021-04-02,848315,646815,0,143000,58500,0,0,2021-03-31,0,,,,,,,
47,Saskatchewan,2021-04-02,232495,171795,0,45200,15500,0,0,2021-03-31,0,,,,,,,
12,Nova Scotia,2021-04-02,186050,142350,0,30700,13000,0,0,2021-03-31,0,,,,,,,
46,Manitoba,2021-04-02,281330,201630,0,61700,18000,0,0,2021-03-31,0,,,,,,,
13,New Brunswick,2021-04-02,147685,113295,0,23890,10500,0,0,2021-03-31,0,,,,,,,
10,Newfoundland and Labrador,2021-04-02,101660,75660,0,19000,7000,0,0,2021-03-31,0,,,,,,,
11,Prince Edward Island,2021-04-02,31885,23985,0,5900,2000,0,0,2021-03-31,0,,,,,,,
61,Northwest Territories,2021-04-02,51600,0,0,51600,0,0,0,2021-03-31,0,,,,,,,
62,Nunavut,2021-04-02,37500,0,0,37500,0,0,0,2021-03-31,0,,,,,,,
24,Quebec,2021-04-02,1652883,1251693,0,288190,113000,0,0,2021-03-31,0,,,,,,,
60,Yukon,2021-04-02,51400,0,0,51400,0,0,0,2021-03-31,0,,,,,,,
90,Federal allocation,2021-04-02,3600,0,0,3600,0,0,0,2021-03-31,0,,,,,,,
1,Canada,2021-04-03,7441448,5530968,0,1410480,500000,0,0,2021-03-31,0,,,,,,,
35,Ontario,2021-04-03,2825795,2152995,0,478300,194500,0,0,2021-03-31,0,,,,,,,
59,British Columbia,2021-04-03,989250,750750,0,170500,68000,0,0,2021-03-31,0,,,,,,,
48,Alberta,2021-04-03,848315,646815,0,143000,58500,0,0,2021-03-31,0,,,,,,,
47,Saskatchewan,2021-04-03,232495,171795,0,45200,15500,0,0,2021-03-31,0,,,,,,,
12,Nova Scotia,2021-04-03,186050,142350,0,30700,13000,0,0,2021-03-31,0,,,,,,,
46,Manitoba,2021-04-03,281330,201630,0,61700,18000,0,0,2021-03-31,0,,,,,,,
13,New Brunswick,2021-04-03,147685,113295,0,23890,10500,0,0,2021-03-31,0,,,,,,,
10,Newfoundland and Labrador,2021-04-03,101660,75660,0,19000,7000,0,0,2021-03-31,0,,,,,,,
11,Prince Edward Island,2021-04-03,31885,23985,0,5900,2000,0,0,2021-03-31,0,,,,,,,
61,Northwest Territories,2021-04-03,51600,0,0,51600,0,0,0,2021-03-31,0,,,,,,,
62,Nunavut,2021-04-03,37500,0,0,37500,0,0,0,2021-03-31,0,,,,,,,
24,Quebec,2021-04-03,1652883,1251693,0,288190,113000,0,0,2021-03-31,0,,,,,,,
60,Yukon,2021-04-03,51400,0,0,51400,0,0,0,2021-03-31,0,,,,,,,
90,Federal allocation,2021-04-03,3600,0,0,3600,0,0,0,2021-03-31,0,,,,,,,
1,Canada,2021-04-04,7441448,5530968,0,1410480,500000,0,0,2021-03-31,0,,,,,,,
35,Ontario,2021-04-04,2825795,2152995,0,478300,194500,0,0,2021-03-31,0,,,,,,,
59,British Columbia,2021-04-04,989250,750750,0,170500,68000,0,0,2021-03-31,0,,,,,,,
48,Alberta,2021-04-04,848315,646815,0,143000,58500,0,0,2021-03-31,0,,,,,,,
47,Saskatchewan,2021-04-04,232495,171795,0,45200,15500,0,0,2021-03-31,0,,,,,,,
12,Nova Scotia,2021-04-04,186050,142350,0,30700,13000,0,0,2021-03-31,0,,,,,,,
46,Manitoba,2021-04-04,281330,201630,0,61700,18000,0,0,2021-03-31,0,,,,,,,
13,New Brunswick,2021-04-04,147685,113295,0,23890,10500,0,0,2021-03-31,0,,,,,,,
10,Newfoundland and Labrador,2021-04-04,101660,75660,0,19000,7000,0,0,2021-03-31,0,,,,,,,
11,Prince Edward Island,2021-04-04,31885,23985,0,5900,2000,0,0,2021-03-31,0,,,,,,,
61,Northwest Territories,2021-04-04,51600,0,0,51600,0,0,0,2021-03-31,0,,,,,,,
62,Nunavut,2021-04-04,37500,0,0,37500,0,0,0,2021-03-31,0,,,,,,,
24,Quebec,2021-04-04,1652883,1251693,0,288190,113000,0,0,2021-03-31,0,,,,,,,
60,Yukon,2021-04-04,51400,0,0,51400,0,0,0,2021-03-31,0,,,,,,,
90,Federal allocation,2021-04-04,3600,0,0,3600,0,0,0,2021-03-31,0,,,,,,,
1,Canada,2021-04-05,10059962,6169782,0,1945280,1944900,0,0,2021-04-05,1,2618514,638814,,534800,1444900,,
35,Ontario,2021-04-05,4022875,2543775,0,701200,777900,0,0,2021-04-05,1,1197080,390780,,222900,583400,,
59,British Columbia,2021-04-05,1289060,789360,0,242900,256800,0,0,2021-04-05,1,299810,38610,,72400,188800,,
48,Alberta,2021-04-05,1078215,646815,0,197500,233900,0,0,2021-04-05,1,229900,,,54500,175400,,
47,Saskatchewan,2021-04-05,284995,171795,0,52400,60800,0,0,2021-04-05,1,52500,,,7200,45300,,
12,Nova Scotia,2021-04-05,196650,142350,0,41300,13000,0,0,2021-04-05,1,10600,,,10600,,,
46,Manitoba,2021-04-05,364230,201630,0,90000,72600,0,0,2021-04-05,1,82900,,,28300,54600,,
13,New Brunswick,2021-04-05,190485,113295,0,35790,41400,0,0,2021-04-05,1,42800,,,11900,30900,,
10,Newfoundland and Labrador,2021-04-05,129060,75660,0,25800,27600,0,0,2021-04-05,1,27400,,,6800,20600,,
11,Prince Edward Island,2021-04-05,39585,23985,0,7300,8300,0,0,2021-04-05,1,7700,,,1400,6300,,
61,Northwest Territories,2021-04-05,51600,0,0,51600,0,0,0,2021-04-05,1,,,,,,,
62,Nunavut,2021-04-05,37500,0,0,37500,0,0,0,2021-04-05,1,,,,,,,
24,Quebec,2021-04-05,2320707,1461117,0,406990,452600,0,0,2021-04-05,1,667824,209424,,118800,339600,,
60,Yukon,2021-04-05,51400,0,0,51400,0,0,0,2021-04-05,1,,,,,,,
90,Federal allocation,2021-04-05,3600,0,0,3600,0,0,0,2021-04-05,1,,,,,,,
1,Canada,2021-04-06,10059962,6169782,0,1945280,1944900,0,0,2021-04-05,0,,,,,,,
35,Ontario,2021-04-06,4022875,2543775,0,701200,777900,0,0,2021-04-05,0,,,,,,,
59,British Columbia,2021-04-06,1289060,789360,0,242900,256800,0,0,2021-04-05,0,,,,,,,
48,Alberta,2021-04-06,1078215,646815,0,197500,233900,0,0,2021-04-05,0,,,,,,,
47,Saskatchewan,2021-04-06,284995,171795,0,52400,60800,0,0,2021-04-05,0,,,,,,,
12,Nova Scotia,2021-04-06,196650,142350,0,41300,13000,0,0,2021-04-05,0,,,,,,,
46,Manitoba,2021-04-06,364230,201630,0,90000,72600,0,0,2021-04-05,0,,,,,,,
13,New Brunswick,2021-04-06,190485,113295,0,35790,41400,0,0,2021-04-05,0,,,,,,,
10,Newfoundland and Labrador,2021-04-06,129060,75660,0,25800,27600,0,0,2021-04-05,0,,,,,,,
11,Prince Edward Island,2021-04-06,39585,23985,0,7300,8300,0,0,2021-04-05,0,,,,,,,
61,Northwest Territories,2021-04-06,51600,0,0,51600,0,0,0,2021-04-05,0,,,,,,,
62,Nunavut,2021-04-06,37500,0,0,37500,0,0,0,2021-04-05,0,,,,,,,
24,Quebec,2021-04-06,2320707,1461117,0,406990,452600,0,0,2021-04-05,0,,,,,,,
60,Yukon,2021-04-06,51400,0,0,51400,0,0,0,2021-04-05,0,,,,,,,
90,Federal allocation,2021-04-06,3600,0,0,3600,0,0,0,2021-04-05,0,,,,,,,
1,Canada,2021-04-07,10059962,6169782,0,1945280,1944900,0,0,2021-04-05,0,,,,,,,
35,Ontario,2021-04-07,4022875,2543775,0,701200,777900,0,0,2021-04-05,0,,,,,,,
59,British Columbia,2021-04-07,1289060,789360,0,242900,256800,0,0,2021-04-05,0,,,,,,,
48,Alberta,2021-04-07,1078215,646815,0,197500,233900,0,0,2021-04-05,0,,,,,,,
47,Saskatchewan,2021-04-07,284995,171795,0,52400,60800,0,0,2021-04-05,0,,,,,,,
12,Nova Scotia,2021-04-07,196650,142350,0,41300,13000,0,0,2021-04-05,0,,,,,,,
46,Manitoba,2021-04-07,364230,201630,0,90000,72600,0,0,2021-04-05,0,,,,,,,
13,New Brunswick,2021-04-07,190485,113295,0,35790,41400,0,0,2021-04-05,0,,,,,,,
10,Newfoundland and Labrador,2021-04-07,129060,75660,0,25800,27600,0,0,2021-04-05,0,,,,,,,
11,Prince Edward Island,2021-04-07,39585,23985,0,7300,8300,0,0,2021-04-05,0,,,,,,,
61,Northwest Territories,2021-04-07,51600,0,0,51600,0,0,0,2021-04-05,0,,,,,,,
62,Nunavut,2021-04-07,37500,0,0,37500,0,0,0,2021-04-05,0,,,,,,,
24,Quebec,2021-04-07,2320707,1461117,0,406990,452600,0,0,2021-04-05,0,,,,,,,
60,Yukon,2021-04-07,51400,0,0,51400,0,0,0,2021-04-05,0,,,,,,,
90,Federal allocation,2021-04-07,3600,0,0,3600,0,0,0,2021-04-05,0,,,,,,,
1,Canada,2021-04-08,10542312,6550032,0,1998280,1994000,0,0,2021-04-07,1,482350,380250,,53000,49100,,
35,Ontario,2021-04-08,4028725,2549625,0,701200,777900,0,0,2021-04-07,1,5850,5850,,,,,
59,British Columbia,2021-04-08,1403510,888810,0,248900,265800,0,0,2021-04-07,1,114450,99450,,6000,9000,,
48,Alberta,2021-04-08,1208955,766155,0,208900,233900,0,0,2021-04-07,1,130740,119340,,11400,,,
47,Saskatchewan,2021-04-08,331985,203385,0,66500,62100,0,0,2021-04-07,1,46990,31590,,14100,1300,,
12,Nova Scotia,2021-04-08,264790,168090,0,44900,51800,0,0,2021-04-07,1,68140,25740,,3600,38800,,
46,Manitoba,2021-04-08,401670,239070,0,90000,72600,0,0,2021-04-07,1,37440,37440,,,,,
13,New Brunswick,2021-04-08,211545,134355,0,35790,41400,0,0,2021-04-07,1,21060,21060,,,,,
10,Newfoundland and Labrador,2021-04-08,144700,89700,0,27400,27600,0,0,2021-04-07,1,15640,14040,,1600,,,
11,Prince Edward Island,2021-04-08,44265,28665,0,7300,8300,0,0,2021-04-07,1,4680,4680,,,,,
61,Northwest Territories,2021-04-08,51600,0,0,51600,0,0,0,2021-04-07,1,,,,,,,
62,Nunavut,2021-04-08,37500,0,0,37500,0,0,0,2021-04-07,1,,,,,,,
24,Quebec,2021-04-08,2358067,1482177,0,423290,452600,0,0,2021-04-07,1,37360,21060,,16300,,,
60,Yukon,2021-04-08,51400,0,0,51400,0,0,0,2021-04-07,1,,,,,,,
90,Federal allocation,2021-04-08,3600,0,0,3600,0,0,0,2021-04-07,1,,,,,,,
1,Canada,2021-04-09,10542312,6550032,0,1998280,1994000,0,0,2021-04-07,0,,,,,,,
35,Ontario,2021-04-09,4028725,2549625,0,701200,777900,0,0,2021-04-07,0,,,,,,,
59,British Columbia,2021-04-09,1403510,888810,0,248900,265800,0,0,2021-04-07,0,,,,,,,
48,Alberta,2021-04-09,1208955,766155,0,208900,233900,0,0,2021-04-07,0,,,,,,,
47,Saskatchewan,2021-04-09,331985,203385,0,66500,62100,0,0,2021-04-07,0,,,,,,,
12,Nova Scotia,2021-04-09,264790,168090,0,44900,51800,0,0,2021-04-07,0,,,,,,,
46,Manitoba,2021-04-09,401670,239070,0,90000,72600,0,0,2021-04-07,0,,,,,,,
13,New Brunswick,2021-04-09,211545,134355,0,35790,41400,0,0,2021-04-07,0,,,,,,,
10,Newfoundland and Labrador,2021-04-09,144700,89700,0,27400,27600,0,0,2021-04-07,0,,,,,,,
11,Prince Edward Island,2021-04-09,44265,28665,0,7300,8300,0,0,2021-04-07,0,,,,,,,
61,Northwest Territories,2021-04-09,51600,0,0,51600,0,0,0,2021-04-07,0,,,,,,,
62,Nunavut,2021-04-09,37500,0,0,37500,0,0,0,2021-04-07,0,,,,,,,
24,Quebec,2021-04-09,2358067,1482177,0,423290,452600,0,0,2021-04-07,0,,,,,,,
60,Yukon,2021-04-09,51400,0,0,51400,0,0,0,2021-04-07,0,,,,,,,
90,Federal allocation,2021-04-09,3600,0,0,3600,0,0,0,2021-04-07,0,,,,,,,
1,Canada,2021-04-10,10542312,6550032,0,1998280,1994000,0,0,2021-04-07,0,,,,,,,
35,Ontario,2021-04-10,4028725,2549625,0,701200,777900,0,0,2021-04-07,0,,,,,,,
59,British Columbia,2021-04-10,1403510,888810,0,248900,265800,0,0,2021-04-07,0,,,,,,,
48,Alberta,2021-04-10,1208955,766155,0,208900,233900,0,0,2021-04-07,0,,,,,,,
